533;566;1
16;547;1
105;120;1
9;26;1
504;316;1
266;144;1
259;8;1
449;567;1
377;469;1
66;204;1
79;464;1
376;19;1
54;554;1
73;449;1
598;509;1
141;16;1
164;195;1
2;536;1
380;129;1
533;376;1
11;4;1
79;17;1
176;109;1
300;418;1
8;5;1
17;57;1
42;12;1
571;516;1
344;39;1
255;1;1
407;441;1
20;26;1
66;1;1
1;141;1
282;94;1
112;110;1
426;36;1
547;50;1
64;508;1
505;512;1
20;39;1
79;535;1
328;297;1
189;448;1
63;501;1
453;1;1
116;235;1
286;348;1
252;439;1
439;508;1
442;446;1
19;237;1
5;394;1
210;66;1
582;78;1
535;594;1
64;320;1
314;527;1
94;4;1
141;394;1
258;344;1
23;40;1
117;102;1
126;133;1
526;571;1
20;51;1
66;73;1
477;439;1
422;290;1
504;554;1
321;355;1
157;126;1
71;566;1
509;359;1
133;379;1
207;192;1
144;402;1
300;254;1
320;8;1
11;8;1
4;142;1
24;578;1
144;160;1
54;26;1
328;269;1
116;55;1
594;597;1
227;352;1
35;501;1
501;1;1
102;377;1
273;148;1
445;438;1
189;67;1
366;547;1
97;234;1
267;270;1
142;5;1
542;573;1
175;422;1
8;134;1
89;369;1
183;35;1
316;297;1
535;35;1
417;414;1
219;230;1
526;2;1
313;48;1
578;589;1
196;158;1
64;58;1
429;484;1
203;241;1
42;581;1
439;1;1
1;63;1
104;142;1
195;127;1
16;20;1
167;362;1
324;24;1
442;477;1
198;199;1
71;137;1
137;126;1
74;536;1
94;313;1
133;136;1
4;394;1
47;17;1
539;71;1
508;564;1
36;352;1
47;251;1
164;54;1
1;4;1
86;338;1
151;479;1
32;136;1
491;460;1
17;58;1
40;5;1
133;8;1
196;8;1
242;71;1
582;81;1
351;8;1
384;407;1
313;66;1
