1	   4	1,973	1,2,9,814,973
1	   4	1,976	1,439,891,945,976
1	   4	1,977	1,66,277,884,977
1	   4	1,98	1,2,230,214,98
1	   5	1,176	1,11,23,773,808,176
1	   5	1,191	1,439,508,601,188,191
1	   5	1,235	1,48,283,55,116,235
1	   5	1,395	1,266,838,777,332,395
1	   5	1,667	1,255,273,198,901,667
1	   5	1,676	1,136,32,917,658,676
1	   5	1,698	1,439,508,601,188,698
1	   5	1,699	1,2,9,814,973,699
1	   5	1,711	1,266,838,612,213,711
1	   5	1,723	1,11,64,207,692,723
1	   5	1,786	1,16,17,57,805,786
1	   5	1,793	1,377,752,673,915,793
1	   5	1,829	1,48,305,149,392,829
1	   5	1,929	1,11,417,722,972,929
1	   5	1,984	1,16,35,535,408,984
1	   6	1,109	1,11,23,773,808,176,109
1	   6	1,180	1,48,283,55,116,235,180
1	   6	1,683	1,16,17,57,805,786,683
1	9999	1,367	1,367
1	9999	1,610	1,610
1	9999	1,620	1,620
1	9999	1,790	1,790
1	9999	1,817	1,817
1	9999	1,836	1,836
1	9999	1,852	1,852
