23;24;1
355;449;1
758;754;1
70;1;1
408;719;1
626;652;1
58;158;1
354;292;1
70;210;1
42;914;1
766;422;1
261;511;1
831;4;1
501;844;1
2;9;1
945;976;1
908;828;1
195;198;1
395;332;1
269;331;1
886;292;1
227;43;1
23;773;1
509;630;1
401;26;1
808;176;1
70;94;1
673;557;1
258;290;1
377;316;1
16;35;1
297;359;1
767;377;1
609;1;1
504;695;1
219;453;1
672;203;1
456;526;1
616;54;1
78;79;1
954;555;1
786;805;1
16;126;1
505;127;1
63;78;1
313;40;1
211;78;1
261;129;1
578;145;1
594;43;1
469;442;1
252;259;1
469;473;1
2;321;1
422;157;1
82;332;1
636;792;1
433;24;1
32;251;1
17;16;1
11;1;1
783;785;1
35;285;1
801;48;1
126;196;1
832;831;1
523;766;1
504;536;1
158;63;1
112;547;1
636;5;1
348;161;1
658;907;1
366;316;1
776;566;1
86;74;1
399;773;1
917;32;1
595;32;1
47;172;1
70;988;1
4;23;1
689;877;1
1;73;1
149;392;1
391;574;1
869;914;1
266;652;1
383;254;1
754;251;1
383;133;1
141;266;1
63;501;1
129;730;1
32;126;1
63;519;1
313;9;1
415;283;1
754;254;1
570;261;1
532;300;1
504;630;1
1;377;1
119;19;1
563;95;1
485;71;1
305;48;1
629;657;1
985;658;1
438;491;1
133;32;1
323;354;1
198;273;1
994;886;1
511;152;1
86;175;1
255;273;1
759;945;1
238;369;1
289;292;1
283;300;1
79;203;1
754;540;1
377;133;1
267;423;1
759;758;1
832;581;1
502;501;1
704;711;1
813;472;1
206;222;1
9;461;1
24;301;1
946;320;1
32;536;1
501;891;1
519;126;1
196;195;1
141;550;1
532;604;1
183;741;1
189;470;1
16;269;1
555;722;1
241;119;1
540;805;1
344;347;1
658;665;1
252;328;1
289;352;1
384;137;1
855;354;1
604;445;1
991;976;1
523;571;1
4;762;1
578;585;1
699;973;1
314;266;1
19;5;1
472;157;1
557;629;1
469;407;1
134;387;1
33;17;1
57;120;1
255;313;1
282;783;1
484;532;1
63;710;1
251;907;1
54;51;1
347;73;1
16;78;1
9;258;1
301;323;1
9;814;1
189;258;1
773;899;1
320;377;1
644;81;1
963;383;1
394;922;1
752;564;1
130;157;1
737;642;1
380;379;1
137;637;1
769;360;1
335;304;1
823;960;1
85;589;1
230;214;1
51;161;1
305;149;1
12;11;1
520;571;1
453;835;1
126;151;1
429;391;1
314;283;1
626;129;1
203;438;1
547;710;1
347;344;1
626;398;1
78;172;1
317;314;1
47;657;1
8;79;1
869;289;1
713;808;1
581;417;1
305;930;1
445;85;1
884;977;1
254;262;1
939;816;1
508;601;1
88;714;1
136;26;1
832;286;1
751;261;1
438;501;1
392;386;1
394;449;1
501;688;1
948;418;1
898;758;1
901;198;1
26;158;1
227;445;1
408;984;1
797;516;1
141;16;1
71;133;1
134;237;1
407;297;1
696;695;1
301;988;1
835;751;1
258;73;1
286;785;1
336;101;1
362;120;1
751;563;1
557;797;1
300;862;1
657;660;1
19;519;1
767;33;1
320;352;1
110;16;1
547;523;1
82;79;1
266;394;1
567;219;1
901;667;1
930;658;1
254;129;1
347;948;1
97;453;1
67;258;1
335;339;1
23;54;1
360;321;1
469;104;1
939;379;1
142;642;1
24;141;1
251;511;1
16;766;1
532;907;1
633;376;1
32;604;1
134;9;1
502;634;1
908;969;1
582;570;1
407;289;1
127;134;1
47;141;1
2;12;1
16;1;1
160;11;1
188;698;1
50;54;1
730;423;1
126;251;1
585;277;1
554;57;1
267;160;1
994;366;1
377;752;1
211;710;1
517;2;1
219;366;1
884;167;1
945;976;1
917;925;1
586;207;1
48;40;1
588;619;1
648;987;1
445;547;1
237;612;1
972;722;1
533;566;1
16;547;1
251;754;1
105;120;1
9;26;1
504;316;1
266;144;1
752;262;1
259;8;1
126;657;1
449;567;1
713;558;1
682;800;1
770;532;1
377;469;1
598;729;1
66;204;1
79;464;1
376;19;1
54;554;1
73;449;1
598;509;1
141;16;1
692;207;1
776;558;1
869;800;1
164;195;1
2;536;1
380;129;1
533;376;1
800;798;1
11;4;1
79;17;1
289;891;1
176;109;1
797;877;1
300;418;1
8;5;1
17;57;1
683;786;1
42;12;1
571;516;1
344;39;1
255;1;1
379;894;1
407;441;1
20;26;1
66;1;1
1;141;1
282;94;1
112;110;1
426;36;1
547;50;1
504;754;1
877;173;1
777;963;1
64;508;1
758;16;1
505;512;1
735;722;1
20;39;1
79;535;1
542;602;1
777;838;1
328;297;1
189;448;1
63;501;1
32;627;1
266;835;1
453;1;1
116;235;1
286;348;1
252;439;1
994;862;1
578;617;1
439;508;1
754;941;1
442;446;1
892;252;1
516;641;1
696;485;1
19;237;1
5;394;1
210;66;1
813;442;1
752;441;1
582;78;1
535;594;1
535;942;1
64;320;1
782;798;1
314;527;1
626;71;1
94;4;1
141;394;1
798;767;1
604;4;1
612;661;1
626;2;1
258;344;1
23;40;1
720;105;1
910;141;1
117;102;1
126;133;1
526;571;1
20;51;1
957;933;1
66;73;1
297;797;1
807;891;1
477;439;1
422;290;1
504;554;1
321;355;1
157;126;1
664;636;1
71;566;1
509;359;1
133;379;1
207;192;1
144;402;1
300;254;1
320;8;1
793;915;1
891;439;1
11;8;1
4;142;1
754;535;1
273;770;1
24;578;1
929;972;1
173;894;1
755;573;1
144;160;1
402;807;1
54;26;1
328;269;1
116;55;1
188;698;1
594;597;1
79;703;1
688;719;1
57;664;1
227;352;1
35;501;1
817;836;1
501;1;1
673;752;1
266;838;1
102;377;1
273;148;1
4;782;1
445;438;1
189;67;1
770;502;1
880;411;1
366;547;1
97;234;1
267;270;1
142;5;1
633;133;1
879;800;1
542;573;1
175;422;1
8;134;1
89;369;1
183;35;1
316;297;1
535;35;1
417;414;1
219;230;1
526;2;1
313;48;1
752;767;1
578;589;1
539;672;1
196;158;1
64;58;1
429;484;1
203;241;1
129;636;1
969;258;1
42;581;1
439;1;1
1;63;1
104;142;1
86;714;1
938;985;1
195;127;1
16;20;1
813;1;1
167;362;1
831;282;1
324;24;1
442;477;1
198;199;1
71;137;1
698;19;1
137;126;1
751;895;1
40;637;1
539;883;1
42;661;1
74;536;1
609;536;1
24;648;1
676;658;1
94;313;1
20;630;1
254;761;1
664;2;1
761;785;1
133;136;1
4;394;1
594;907;1
535;867;1
47;17;1
620;610;1
863;110;1
539;71;1
508;564;1
36;352;1
47;251;1
164;54;1
1;4;1
86;338;1
151;479;1
32;136;1
491;460;1
17;58;1
40;5;1
133;8;1
773;808;1
196;8;1
242;71;1
582;81;1
645;407;1
776;183;1
351;8;1
259;759;1
682;619;1
384;407;1
938;813;1
313;66;1
